,ao_hechos,delito,categoria_delito,longitud,latitud
1094846,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.28811383997959,19.3622396111138
1094855,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-98.9692289297871,19.3168943839168
1094856,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.2035710795339,19.505983056734102
1094857,2021,VIOLACION,VIOLACIÓN,-99.10384387002091,19.3431125224558
1095626,2021,VIOLACION,VIOLACIÓN,-99.1313644699309,19.3379568581782
1095628,2021,VIOLACION,VIOLACIÓN,-99.2940178501071,19.358569929384
1095639,2021,VIOLACION,VIOLACIÓN,-98.9946670102062,19.3413618178635
1095640,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.23729748003859,19.2759762036358
1095641,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.2281448701935,19.3368191909211
1095642,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.09730108019129,19.3247074453181
1095643,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.16007849018641,19.462143970410303
1096138,2021,VIOLACION EQUIPARADA POR CONOCIDO,VIOLACIÓN,-99.1236772498205,19.3069852558801
1096216,2021,VIOLACION EQUIPARADA POR CONOCIDO,VIOLACIÓN,-99.11108973021351,19.4751808868525
1096221,2021,VIOLACION,VIOLACIÓN,-99.1504709404111,19.440385999273698
1096222,2021,VIOLACION,VIOLACIÓN,-99.1617469502264,19.4533910938473
1096342,2021,VIOLACION,VIOLACIÓN,-99.0174773899375,19.338326550243398
1096649,2021,VIOLACION,VIOLACIÓN,-99.2063910302103,19.3680459132599
1096651,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.13500890002291,19.2902728984686
1096658,2021,VIOLACION,VIOLACIÓN,-99.18719172989691,19.3745464995838
1096659,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.050105320436,19.3012744828923
1097211,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1996666802256,19.3570018603443
1097213,2021,VIOLACION,VIOLACIÓN,-99.0888018197229,19.398127332918104
1097558,2021,VIOLACION,VIOLACIÓN,-99.07169497013679,19.2056726561657
1097561,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1599581395541,19.2788193579067
1097934,2021,VIOLACION,VIOLACIÓN,-99.12678391046958,19.3702691992763
1097935,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.2142384503864,19.4742122885203
1097950,2021,VIOLACION,VIOLACIÓN,-99.14063371971459,19.4645193499435
1097951,2021,VIOLACION TUMULTUARIA EQUIPARADA,VIOLACIÓN,-99.141177540252,19.381365638344104
1098653,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.132814410149,19.4894556822543
1098663,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.08239020957659,19.3043596072487
1098664,2021,VIOLACION,VIOLACIÓN,-99.13538933026251,19.412746237209397
1098665,2021,VIOLACION,VIOLACIÓN,-99.14526628028851,19.4007475258197
1098666,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.10747848024509,19.4383833296075
1099376,2021,VIOLACION,VIOLACIÓN,-99.16798179989608,19.326110031211897
1099378,2021,VIOLACION EQUIPARADA Y ROBO DE VEHICULO,VIOLACIÓN,-99.11715219001542,19.4675365083398
1099380,2021,VIOLACION,VIOLACIÓN,-99.1262055095512,19.569422495370702
1099391,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.13779683956709,19.3581682933652
1099392,2021,VIOLACION,VIOLACIÓN,-99.0977069696406,19.4468292373574
1099393,2021,VIOLACION,VIOLACIÓN,-99.08343582998779,19.3613493462272
1100077,2021,VIOLACION,VIOLACIÓN,-99.3071517301445,19.357453038294302
1100081,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.16912402973459,19.4703849188891
1100094,2021,VIOLACION,VIOLACIÓN,-99.24075945956659,19.2808106887803
1100386,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.12719187045099,19.2341063185065
1100606,2021,VIOLACION,VIOLACIÓN,-99.17418824982201,19.4285448792957
1100664,2021,VIOLACION,VIOLACIÓN,-99.10148161995649,19.457607205749603
1101103,2021,VIOLACION,VIOLACIÓN,-99.22016211019871,19.2692305226643
1101104,2021,VIOLACION,VIOLACIÓN,-99.26178652962031,19.3229957691702
1101112,2021,VIOLACION,VIOLACIÓN,-99.18714209969542,19.473936110015
1101113,2021,VIOLACION,VIOLACIÓN,-99.04748331989201,19.3014692254038
1101694,2021,VIOLACION,VIOLACIÓN,-99.1718110401943,19.241859150457397
1101704,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-98.9944438301119,19.3508609469597
1101705,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0371835303618,19.3788185954005
1101706,2021,VIOLACION,VIOLACIÓN,-99.0674335503377,19.3139009100699
1102473,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.13104637996331,19.291489342014
1102474,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1364096303135,19.428538911430103
1102476,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.09212260998821,19.4614921079409
1103171,2021,VIOLACION,VIOLACIÓN,-99.2629241298622,19.3751413099686
1103472,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.16316190030771,19.1918456506158
1103873,2021,VIOLACION,VIOLACIÓN,-99.1343236803488,19.512675636767
1103876,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1379789601124,19.426518597393898
1103887,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.00018078999479,19.2250536936232
1104548,2021,VIOLACION,VIOLACIÓN,-99.1658216702417,19.426520419897802
1104565,2021,VIOLACION,VIOLACIÓN,-99.0938261097118,19.234159234323602
1104568,2021,VIOLACION,VIOLACIÓN,-99.1537356402018,19.3907194742781
1105121,2021,VIOLACION,VIOLACIÓN,-99.2501179101025,19.3263794592295
1105126,2021,VIOLACION,VIOLACIÓN,-99.145548639585,19.456117598553604
1105133,2021,VIOLACION,VIOLACIÓN,-99.1836042703175,19.4945746020169
1105134,2021,VIOLACION EQUIPARADA POR CONOCIDO,VIOLACIÓN,-99.0739258401865,19.297797345798898
1105561,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.2373561200486,19.359123987153
1105564,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.25816923009029,19.316859266873397
1105565,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.2373256300436,19.3591368598161
1105568,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1050733598019,19.4812859607568
1105569,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.140941499667,19.5429883743498
1105570,2021,VIOLACION,VIOLACIÓN,-99.1008384499774,19.486305657164603
1105576,2021,VIOLACION,VIOLACIÓN,-99.1104039999159,19.4413799939179
1105577,2021,VIOLACION,VIOLACIÓN,-99.12962611026491,19.4460826184761
1105579,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0700613402287,19.2894981513343
1106079,2021,VIOLACION,VIOLACIÓN,-99.09844704027529,19.452873805630396
1106080,2021,VIOLACION,VIOLACIÓN,-99.0902933497803,19.4976883590107
1106091,2021,VIOLACION,VIOLACIÓN,-99.07651247002809,19.451547326434103
1106092,2021,VIOLACION,VIOLACIÓN,-99.1290432196694,19.198545743948
1106093,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1179656995227,19.4401610558784
1106298,2021,VIOLACION,VIOLACIÓN,-99.21116709960128,19.4554929183547
1106457,2021,VIOLACION,VIOLACIÓN,-99.09233987039009,19.4401242116311
1106719,2021,VIOLACION,VIOLACIÓN,-99.0677770601973,19.3083670624181
1107100,2021,VIOLACION,VIOLACIÓN,-99.17277798011699,19.2745905555781
1107139,2021,VIOLACION,VIOLACIÓN,-99.1644405603688,19.315106770816897
1107171,2021,VIOLACION,VIOLACIÓN,-99.2015193196471,19.3690344286757
1107176,2021,VIOLACION,VIOLACIÓN,-99.20122820025699,19.401200593197398
1107260,2021,VIOLACION,VIOLACIÓN,-99.11001831034478,19.343258747534698
1107824,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1027225899258,19.2576812296243
1107879,2021,VIOLACION,VIOLACIÓN,-99.17012504965359,19.4506658855812
1108165,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0704094198358,19.1877236464307
1108370,2021,VIOLACION,VIOLACIÓN,-99.1203286299111,19.2792466437578
1108516,2021,VIOLACION,VIOLACIÓN,-99.1088733002257,19.336125513383802
1108654,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.17252071041919,19.3969603885828
1108682,2021,VIOLACION,VIOLACIÓN,-99.09710478996979,19.49553323303
1108868,2021,VIOLACION,VIOLACIÓN,-99.2122973997555,19.2187250194378
1108954,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0394775598376,19.3509337795219
1108982,2021,VIOLACION,VIOLACIÓN,-99.0796704595702,19.402175839279302
1109026,2021,VIOLACION,VIOLACIÓN,-99.1433478297627,19.3413880954529
1109694,2021,VIOLACION,VIOLACIÓN,-99.0982783700708,19.3410506401435
1110051,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1861395599598,19.387077767774603
1110160,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.16265934972509,19.3642099070955
1110508,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1778755201872,19.4717466869251
1110768,2021,VIOLACION,VIOLACIÓN,-99.12857216033692,19.212483673636
1110859,2021,VIOLACION,VIOLACIÓN,-99.2875738604648,19.320372037363697
1110869,2021,VIOLACION,VIOLACIÓN,-99.1528663799693,19.391312772164
1110935,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1653584897624,19.2606941024703
1111053,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1277801199954,19.2666213259433
1111108,2021,VIOLACION,VIOLACIÓN,-99.29102439986349,19.3266363471435
1111411,2021,VIOLACION,VIOLACIÓN,-99.1497518500925,19.4314895926954
1111452,2021,VIOLACION,VIOLACIÓN,-99.1886687298435,19.3658789156857
1111595,2021,VIOLACION,VIOLACIÓN,-99.1243737701725,19.3179164300097
1111601,2021,VIOLACION,VIOLACIÓN,-98.98849215025629,19.337760952176897
1111725,2021,VIOLACION,VIOLACIÓN,-99.19781885964821,19.4495859486155
1111816,2021,VIOLACION,VIOLACIÓN,-99.17386830027571,19.503355826860698
1112182,2021,VIOLACION,VIOLACIÓN,-99.11636978030658,19.439000439705
1112241,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.07211176996849,19.311305440324
1112895,2021,VIOLACION,VIOLACIÓN,-99.221099690065,19.358634882743303
1112903,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.16573747031259,19.4266496840603
1113155,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1244672997556,19.429219383242
1113487,2021,VIOLACION,VIOLACIÓN,-99.1375630096158,19.2977425625263
1113571,2021,VIOLACION,VIOLACIÓN,-99.1950510397233,19.495685136797302
1113600,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1115814301733,19.271118631453103
1113948,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1425215504693,19.4442866666592
1113973,2021,VIOLACION,VIOLACIÓN,-99.23477538966691,19.369954069549397
1114126,2021,VIOLACION,VIOLACIÓN,-99.2050073701774,19.511681059064802
1114226,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1312024003356,19.2591480014732
1114247,2021,VIOLACION,VIOLACIÓN,-99.18478259037771,19.4004676281659
1114516,2021,VIOLACION,VIOLACIÓN,-99.13516144960708,19.4268905929205
1114620,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1631153802293,19.3289857004674
1114631,2021,VIOLACION,VIOLACIÓN,-99.2247520399164,19.3580696035413
1115101,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.11445199965179,19.2730322804834
1115269,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.02603923994481,19.321846009498103
1115688,2021,VIOLACION,VIOLACIÓN,-99.2624812203072,19.309179413111103
1115889,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.23315316024821,19.311089103772602
1115913,2021,VIOLACION,VIOLACIÓN,-99.1314344099995,19.4254326838981
1115915,2021,VIOLACION,VIOLACIÓN,-99.0024702298288,19.351207813850202
1116052,2021,VIOLACION,VIOLACIÓN,-99.0796650903129,19.4119750617697
1116158,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0787808599176,19.2976992392053
1116299,2021,VIOLACION,VIOLACIÓN,-99.09861444966239,19.2982143153978
1116601,2021,VIOLACION TUMULTUARIA,VIOLACIÓN,-99.1091236497232,19.364718675353803
1116627,2021,VIOLACION,VIOLACIÓN,-99.0120939904002,19.345091036517
1116892,2021,VIOLACION,VIOLACIÓN,-99.09203410007471,19.2438128189473
1117310,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.13889632037029,19.4674220572183
1117862,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1249220097592,19.4197360938015
1117978,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0102962404378,19.2957473461793
1118118,2021,VIOLACION,VIOLACIÓN,-99.156417850392,19.486938694343
1118129,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.12539005041809,19.412733585568198
1118201,2021,VIOLACION,VIOLACIÓN,-99.1132532804437,19.402965163716498
1118231,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.03604030994872,19.279615860226603
1118259,2021,VIOLACION,VIOLACIÓN,-98.96433948979531,19.308894637863396
1118266,2021,VIOLACION,VIOLACIÓN,-99.1396722603129,19.5340725202417
1118297,2021,VIOLACION,VIOLACIÓN,-99.31050158963369,19.340994216313398
1118459,2021,VIOLACION TUMULTUARIA,VIOLACIÓN,-99.1256724795824,19.4276438941129
1118461,2021,VIOLACION,VIOLACIÓN,-99.22021373966291,19.317458994227398
1118676,2021,VIOLACION,VIOLACIÓN,-99.0122634197867,19.2917328760996
1118693,2021,VIOLACION,VIOLACIÓN,-99.13964062970629,19.4409892338529
1118819,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.22709270962629,19.3580296831772
1119041,2021,VIOLACION,VIOLACIÓN,-99.14850532959869,19.3937823419596
1119249,2021,VIOLACION,VIOLACIÓN,-99.19247746018992,19.4314831468346
1119258,2021,VIOLACION,VIOLACIÓN,-99.1604050803545,19.3836953556318
1119657,2021,VIOLACION,VIOLACIÓN,-99.0681959696053,19.4179729401656
1119870,2021,VIOLACION,VIOLACIÓN,-98.991284970065,19.1694841776841
1120109,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0936517002889,19.3959357524241
1120234,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1159779800322,19.474712688190102
1120254,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.18371781955891,19.2698389036031
1120255,2021,VIOLACION,VIOLACIÓN,-99.1876193499741,19.271398516820398
1120417,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1433243795357,19.3191614655295
1120602,2021,VIOLACION,VIOLACIÓN,-99.2013009700536,19.265266281396602
1120753,2021,VIOLACION,VIOLACIÓN,-99.2334804799497,19.282636198825603
1120900,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.14015516964909,19.378568465532698
1120993,2021,VIOLACION,VIOLACIÓN,-99.068887529902,19.411289119224502
1121000,2021,VIOLACION,VIOLACIÓN,-99.2462199902602,19.2842037309205
1121154,2021,VIOLACION,VIOLACIÓN,-99.26609606011921,19.309582971870803
1121183,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0682134004563,19.305527743905802
1121296,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.17239844961321,19.3273638339573
1121431,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.153886059562,19.269449525816
1121586,2021,VIOLACION,VIOLACIÓN,-99.187197089559,19.4754437621018
1121714,2021,VIOLACION,VIOLACIÓN,-99.2657875699577,19.3008822004207
1122057,2021,VIOLACION,VIOLACIÓN,-99.13917124034842,19.4146941168625
1122077,2021,VIOLACION,VIOLACIÓN,-99.16558831979499,19.4264072607217
1122252,2021,VIOLACION,VIOLACIÓN,-99.0516422696499,19.1991231129282
1122464,2021,VIOLACION,VIOLACIÓN,-99.1580271700959,19.4438967824197
1122660,2021,VIOLACION,VIOLACIÓN,-99.0185900796741,19.329481036388604
1122662,2021,VIOLACION,VIOLACIÓN,-99.102691129715,19.2622831373284
1122752,2021,VIOLACION,VIOLACIÓN,-99.1848126098847,19.402920507064604
1122837,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1252618399226,19.4029264857159
1122881,2021,VIOLACION,VIOLACIÓN,-99.2158336902902,19.3724906896612
1122904,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0596475302593,19.4276298536917
1122982,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0561121295763,19.253611847968
1123016,2021,VIOLACION,VIOLACIÓN,-99.2361726204718,19.278881642303897
1123026,2021,VIOLACION TUMULTUARIA,VIOLACIÓN,-99.2290327302875,19.316103717617302
1123305,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.0876330400681,19.4963407125948
1123396,2021,VIOLACION,VIOLACIÓN,-99.1073235896095,19.3259637809212
1123719,2021,VIOLACION,VIOLACIÓN,-99.0198382401243,19.2996699713409
1123725,2021,VIOLACION,VIOLACIÓN,-99.18509603001291,19.4066777085217
1123918,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1446889896431,19.3053556095624
1124194,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1210483396309,19.3829528959354
1124607,2021,VIOLACION,VIOLACIÓN,-99.1461262095468,19.451730740830897
1124766,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.1904427900568,19.498542865527302
1124848,2021,VIOLACION,VIOLACIÓN,-99.1388578701906,19.3890421217482
1124899,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.12697746988579,19.460388931470302
1124900,2021,VIOLACION EQUIPARADA,VIOLACIÓN,-99.2355211098518,19.370658708456602
1124927,2021,VIOLACION,VIOLACIÓN,-99.04726991009692,19.3165224467459
1125088,2021,VIOLACION,VIOLACIÓN,-99.1735336303964,19.4486744342433
